Timestamp;Feeder1;Feeder2;Temperature
2018-04-05T03:15:00+02:00[Europe/Luxembourg];777;933;8
2018-04-05T03:30:00+02:00[Europe/Luxembourg];781;899;8
2018-04-05T03:45:00+02:00[Europe/Luxembourg];747;901;9
2018-04-05T04:00:00+02:00[Europe/Luxembourg];751;892;10
2018-04-05T04:15:00+02:00[Europe/Luxembourg];745;897;10
2018-04-05T04:30:00+02:00[Europe/Luxembourg];754;915;11
2018-04-05T04:45:00+02:00[Europe/Luxembourg];782;934;11
2018-04-05T05:00:00+02:00[Europe/Luxembourg];797;996;12
2018-04-05T05:15:00+02:00[Europe/Luxembourg];807;1163;12
2018-04-05T05:30:00+02:00[Europe/Luxembourg];820;1180;13
2018-04-05T05:45:00+02:00[Europe/Luxembourg];832;1172;13
2018-04-05T06:00:00+02:00[Europe/Luxembourg];652;1194;14
2018-04-05T06:15:00+02:00[Europe/Luxembourg];110;1357;14
2018-04-05T06:30:00+02:00[Europe/Luxembourg];123;1428;15
2018-04-05T06:45:00+02:00[Europe/Luxembourg];197;1494;15
2018-04-05T07:00:00+02:00[Europe/Luxembourg];248;1553;15
2018-04-05T07:15:00+02:00[Europe/Luxembourg];313;1610;16
2018-04-05T07:30:00+02:00[Europe/Luxembourg];298;1694;16
2018-04-05T07:45:00+02:00[Europe/Luxembourg];380;1749;16
2018-04-05T08:00:00+02:00[Europe/Luxembourg];491;1902;17
2018-04-05T08:15:00+02:00[Europe/Luxembourg];1272;1915;17
2018-04-05T08:30:00+02:00[Europe/Luxembourg];1461;1947;17
2018-04-05T08:45:00+02:00[Europe/Luxembourg];1093;1961;18
2018-04-05T09:00:00+02:00[Europe/Luxembourg];597;2009;18
2018-04-05T09:15:00+02:00[Europe/Luxembourg];605;2062;18
2018-04-05T09:30:00+02:00[Europe/Luxembourg];732;2080;18
2018-04-05T09:45:00+02:00[Europe/Luxembourg];769;2060;19
2018-04-05T10:00:00+02:00[Europe/Luxembourg];739;2056;19
2018-04-05T10:15:00+02:00[Europe/Luxembourg];1109;2045;19
2018-04-05T10:30:00+02:00[Europe/Luxembourg];1657;2123;19
2018-04-05T10:45:00+02:00[Europe/Luxembourg];1602;2128;19
2018-04-05T11:00:00+02:00[Europe/Luxembourg];984;2205;19
2018-04-05T11:15:00+02:00[Europe/Luxembourg];736;2157;19
2018-04-05T11:30:00+02:00[Europe/Luxembourg];985;2203;19
2018-04-05T11:45:00+02:00[Europe/Luxembourg];1146;2159;19
2018-04-05T12:00:00+02:00[Europe/Luxembourg];1106;2165;19
2018-04-05T12:15:00+02:00[Europe/Luxembourg];1124;2194;19
2018-04-05T12:30:00+02:00[Europe/Luxembourg];1045;2136;19
2018-04-05T12:45:00+02:00[Europe/Luxembourg];1051;2140;19
2018-04-05T13:00:00+02:00[Europe/Luxembourg];1017;2139;19
2018-04-05T13:15:00+02:00[Europe/Luxembourg];1001;2189;19
2018-04-05T13:30:00+02:00[Europe/Luxembourg];1012;2183;19
2018-04-05T13:45:00+02:00[Europe/Luxembourg];982;2162;19
2018-04-05T14:00:00+02:00[Europe/Luxembourg];998;2141;19
2018-04-05T14:15:00+02:00[Europe/Luxembourg];1005;2084;19
2018-04-05T14:30:00+02:00[Europe/Luxembourg];1018;2067;18
2018-04-05T14:45:00+02:00[Europe/Luxembourg];995;2038;18
2018-04-05T15:00:00+02:00[Europe/Luxembourg];946;2008;18
2018-04-05T15:15:00+02:00[Europe/Luxembourg];894;2010;18
2018-04-05T15:30:00+02:00[Europe/Luxembourg];941;1922;17
2018-04-05T15:45:00+02:00[Europe/Luxembourg];939;1904;17
2018-04-05T16:00:00+02:00[Europe/Luxembourg];870;1851;17
2018-04-05T16:15:00+02:00[Europe/Luxembourg];842;1865;16
2018-04-05T16:30:00+02:00[Europe/Luxembourg];793;1881;16
2018-04-05T16:45:00+02:00[Europe/Luxembourg];771;1889;16
2018-04-05T17:00:00+02:00[Europe/Luxembourg];746;1829;15
2018-04-05T17:15:00+02:00[Europe/Luxembourg];685;1766;15
2018-04-05T17:30:00+02:00[Europe/Luxembourg];580;1757;15
2018-04-05T17:45:00+02:00[Europe/Luxembourg];556;1738;14
2018-04-05T18:00:00+02:00[Europe/Luxembourg];592;1713;14
2018-04-05T18:15:00+02:00[Europe/Luxembourg];572;1687;13
2018-04-05T18:30:00+02:00[Europe/Luxembourg];544;1585;13
2018-04-05T18:45:00+02:00[Europe/Luxembourg];523;1583;12
2018-04-05T19:00:00+02:00[Europe/Luxembourg];542;1525;12
2018-04-05T19:15:00+02:00[Europe/Luxembourg];483;1341;11
2018-04-05T19:30:00+02:00[Europe/Luxembourg];476;1318;11
2018-04-05T19:45:00+02:00[Europe/Luxembourg];474;1332;10
2018-04-05T20:00:00+02:00[Europe/Luxembourg];431;1349;9
2018-04-05T20:15:00+02:00[Europe/Luxembourg];456;1309;9
2018-04-05T20:30:00+02:00[Europe/Luxembourg];496;1325;8
2018-04-05T20:45:00+02:00[Europe/Luxembourg];539;1315;8
2018-04-05T21:00:00+02:00[Europe/Luxembourg];555;1335;7
2018-04-05T21:15:00+02:00[Europe/Luxembourg];513;1261;7
2018-04-05T21:30:00+02:00[Europe/Luxembourg];444;1273;6
2018-04-05T21:45:00+02:00[Europe/Luxembourg];427;1250;5
2018-04-05T22:00:00+02:00[Europe/Luxembourg];447;1187;5
2018-04-05T22:15:00+02:00[Europe/Luxembourg];861;1180;4
2018-04-05T22:30:00+02:00[Europe/Luxembourg];909;1129;3
2018-04-05T22:45:00+02:00[Europe/Luxembourg];901;1121;3
2018-04-05T23:00:00+02:00[Europe/Luxembourg];876;1096;2
2018-04-05T23:15:00+02:00[Europe/Luxembourg];900;1073;1
2018-04-05T23:30:00+02:00[Europe/Luxembourg];873;1072;1
2018-04-05T23:45:00+02:00[Europe/Luxembourg];870;1028;0
2018-04-06T00:00:00+02:00[Europe/Luxembourg];838;1068;0
2018-04-06T00:15:00+02:00[Europe/Luxembourg];819;1061;0
2018-04-06T00:30:00+02:00[Europe/Luxembourg];821;1036;1
2018-04-06T00:45:00+02:00[Europe/Luxembourg];812;1030;1
2018-04-06T01:00:00+02:00[Europe/Luxembourg];843;1011;2
2018-04-06T01:15:00+02:00[Europe/Luxembourg];871;989;3
2018-04-06T01:30:00+02:00[Europe/Luxembourg];914;977;3
2018-04-06T01:45:00+02:00[Europe/Luxembourg];872;982;4
2018-04-06T02:00:00+02:00[Europe/Luxembourg];828;976;5
2018-04-06T02:15:00+02:00[Europe/Luxembourg];804;976;5
2018-04-06T02:30:00+02:00[Europe/Luxembourg];807;966;6
2018-04-06T02:45:00+02:00[Europe/Luxembourg];818;964;7
2018-04-06T03:00:00+02:00[Europe/Luxembourg];809;961;7
2018-04-06T03:15:00+02:00[Europe/Luxembourg];814;977;8
2018-04-06T03:30:00+02:00[Europe/Luxembourg];820;967;8
2018-04-06T03:45:00+02:00[Europe/Luxembourg];818;962;9
2018-04-06T04:00:00+02:00[Europe/Luxembourg];790;954;10
2018-04-06T04:15:00+02:00[Europe/Luxembourg];814;954;10
2018-04-06T04:30:00+02:00[Europe/Luxembourg];832;962;11
2018-04-06T04:45:00+02:00[Europe/Luxembourg];842;993;11
2018-04-06T05:00:00+02:00[Europe/Luxembourg];811;1057;12
2018-04-06T05:15:00+02:00[Europe/Luxembourg];815;1258;12
2018-04-06T05:30:00+02:00[Europe/Luxembourg];858;1252;13
2018-04-06T05:45:00+02:00[Europe/Luxembourg];898;1228;13
2018-04-06T06:00:00+02:00[Europe/Luxembourg];778;1268;14
2018-04-06T06:15:00+02:00[Europe/Luxembourg];510;1456;14
2018-04-06T06:30:00+02:00[Europe/Luxembourg];553;1459;15
2018-04-06T06:45:00+02:00[Europe/Luxembourg];603;1527;15
2018-04-06T07:00:00+02:00[Europe/Luxembourg];641;1593;15
2018-04-06T07:15:00+02:00[Europe/Luxembourg];633;1635;16
2018-04-06T07:30:00+02:00[Europe/Luxembourg];696;1805;16
2018-04-06T07:45:00+02:00[Europe/Luxembourg];780;1784;16
2018-04-06T08:00:00+02:00[Europe/Luxembourg];851;1852;17
2018-04-06T08:15:00+02:00[Europe/Luxembourg];856;1886;17
2018-04-06T08:30:00+02:00[Europe/Luxembourg];971;1952;17
2018-04-06T08:45:00+02:00[Europe/Luxembourg];967;1977;18
2018-04-06T09:00:00+02:00[Europe/Luxembourg];984;1981;18
2018-04-06T09:15:00+02:00[Europe/Luxembourg];1029;2023;18
2018-04-06T09:30:00+02:00[Europe/Luxembourg];984;2045;18
2018-04-06T09:45:00+02:00[Europe/Luxembourg];1004;1962;19
2018-04-06T10:00:00+02:00[Europe/Luxembourg];1024;1999;19
2018-04-06T10:15:00+02:00[Europe/Luxembourg];1063;2037;19
2018-04-06T10:30:00+02:00[Europe/Luxembourg];1061;2080;19
2018-04-06T10:45:00+02:00[Europe/Luxembourg];1070;2144;19
2018-04-06T11:00:00+02:00[Europe/Luxembourg];1022;2155;19
2018-04-06T11:15:00+02:00[Europe/Luxembourg];987;2144;19
2018-04-06T11:30:00+02:00[Europe/Luxembourg];1033;2179;19
2018-04-06T11:45:00+02:00[Europe/Luxembourg];1035;2188;19
2018-04-06T12:00:00+02:00[Europe/Luxembourg];963;2132;19
2018-04-06T12:15:00+02:00[Europe/Luxembourg];932;2161;19
2018-04-06T12:30:00+02:00[Europe/Luxembourg];961;2155;19
2018-04-06T12:45:00+02:00[Europe/Luxembourg];955;2145;19
2018-04-06T13:00:00+02:00[Europe/Luxembourg];918;2122;19
2018-04-06T13:15:00+02:00[Europe/Luxembourg];896;2101;19
2018-04-06T13:30:00+02:00[Europe/Luxembourg];901;2124;19
2018-04-06T13:45:00+02:00[Europe/Luxembourg];913;2159;19
2018-04-06T14:00:00+02:00[Europe/Luxembourg];943;2087;19
2018-04-06T14:15:00+02:00[Europe/Luxembourg];911;2065;19
2018-04-06T14:30:00+02:00[Europe/Luxembourg];868;2072;18
2018-04-06T14:45:00+02:00[Europe/Luxembourg];848;2014;18
2018-04-06T15:00:00+02:00[Europe/Luxembourg];830;1964;18
2018-04-06T15:15:00+02:00[Europe/Luxembourg];830;1935;18
2018-04-06T15:30:00+02:00[Europe/Luxembourg];872;1849;17
2018-04-06T15:45:00+02:00[Europe/Luxembourg];800;1841;17
2018-04-06T16:00:00+02:00[Europe/Luxembourg];777;1841;17
2018-04-06T16:15:00+02:00[Europe/Luxembourg];730;1878;16
2018-04-06T16:30:00+02:00[Europe/Luxembourg];681;1882;16
2018-04-06T16:45:00+02:00[Europe/Luxembourg];637;1803;16
2018-04-06T17:00:00+02:00[Europe/Luxembourg];644;1849;15
2018-04-06T17:15:00+02:00[Europe/Luxembourg];556;1782;15
2018-04-06T17:30:00+02:00[Europe/Luxembourg];527;1762;15
2018-04-06T17:45:00+02:00[Europe/Luxembourg];522;1759;14
2018-04-06T18:00:00+02:00[Europe/Luxembourg];479;1685;14
2018-04-06T18:15:00+02:00[Europe/Luxembourg];452;1645;13
2018-04-06T18:30:00+02:00[Europe/Luxembourg];456;1634;13
2018-04-06T18:45:00+02:00[Europe/Luxembourg];481;1622;12
2018-04-06T19:00:00+02:00[Europe/Luxembourg];431;1479;12
2018-04-06T19:15:00+02:00[Europe/Luxembourg];385;1313;11
2018-04-06T19:30:00+02:00[Europe/Luxembourg];385;1275;11
2018-04-06T19:45:00+02:00[Europe/Luxembourg];424;1238;10
2018-04-06T20:00:00+02:00[Europe/Luxembourg];642;1206;9
2018-04-06T20:15:00+02:00[Europe/Luxembourg];873;1192;9
2018-04-06T20:30:00+02:00[Europe/Luxembourg];956;1215;8
2018-04-06T20:45:00+02:00[Europe/Luxembourg];1016;1253;8
2018-04-06T21:00:00+02:00[Europe/Luxembourg];1035;1217;7
2018-04-06T21:15:00+02:00[Europe/Luxembourg];976;1153;7
2018-04-06T21:30:00+02:00[Europe/Luxembourg];511;1166;6
2018-04-06T21:45:00+02:00[Europe/Luxembourg];589;1126;5
2018-04-06T22:00:00+02:00[Europe/Luxembourg];916;1088;5
2018-04-06T22:15:00+02:00[Europe/Luxembourg];916;1097;4
2018-04-06T22:30:00+02:00[Europe/Luxembourg];940;1070;3
2018-04-06T22:45:00+02:00[Europe/Luxembourg];912;1016;3
2018-04-06T23:00:00+02:00[Europe/Luxembourg];901;998;2
2018-04-06T23:15:00+02:00[Europe/Luxembourg];881;984;1
2018-04-06T23:30:00+02:00[Europe/Luxembourg];895;1005;1
2018-04-06T23:45:00+02:00[Europe/Luxembourg];862;986;0
2018-04-07T00:00:00+02:00[Europe/Luxembourg];857;954;0
2018-04-07T00:15:00+02:00[Europe/Luxembourg];849;953;0
2018-04-07T00:30:00+02:00[Europe/Luxembourg];871;927;1
2018-04-07T00:45:00+02:00[Europe/Luxembourg];865;909;1
2018-04-07T01:00:00+02:00[Europe/Luxembourg];864;898;2
2018-04-07T01:15:00+02:00[Europe/Luxembourg];843;884;3
2018-04-07T01:30:00+02:00[Europe/Luxembourg];817;890;3
2018-04-07T01:45:00+02:00[Europe/Luxembourg];809;859;4
2018-04-07T02:00:00+02:00[Europe/Luxembourg];820;859;5
2018-04-07T02:15:00+02:00[Europe/Luxembourg];822;849;5
2018-04-07T02:30:00+02:00[Europe/Luxembourg];802;841;6
2018-04-07T02:45:00+02:00[Europe/Luxembourg];780;852;7
2018-04-07T03:00:00+02:00[Europe/Luxembourg];767;843;7
2018-04-07T03:15:00+02:00[Europe/Luxembourg];757;836;8
2018-04-07T03:30:00+02:00[Europe/Luxembourg];800;858;8
2018-04-07T03:45:00+02:00[Europe/Luxembourg];800;832;9
2018-04-07T04:00:00+02:00[Europe/Luxembourg];797;826;10
2018-04-07T04:15:00+02:00[Europe/Luxembourg];780;845;10
2018-04-07T04:30:00+02:00[Europe/Luxembourg];783;836;11
2018-04-07T04:45:00+02:00[Europe/Luxembourg];808;828;11
2018-04-07T05:00:00+02:00[Europe/Luxembourg];822;841;12
2018-04-07T05:15:00+02:00[Europe/Luxembourg];795;850;12
2018-04-07T05:30:00+02:00[Europe/Luxembourg];779;860;13
2018-04-07T05:45:00+02:00[Europe/Luxembourg];788;839;13
2018-04-07T06:00:00+02:00[Europe/Luxembourg];729;846;14
2018-04-07T06:15:00+02:00[Europe/Luxembourg];339;862;14
2018-04-07T06:30:00+02:00[Europe/Luxembourg];272;917;15
2018-04-07T06:45:00+02:00[Europe/Luxembourg];282;913;15
2018-04-07T07:00:00+02:00[Europe/Luxembourg];238;882;15
2018-04-07T07:15:00+02:00[Europe/Luxembourg];251;937;16
2018-04-07T07:30:00+02:00[Europe/Luxembourg];208;951;16
2018-04-07T07:45:00+02:00[Europe/Luxembourg];203;943;16
2018-04-07T08:00:00+02:00[Europe/Luxembourg];195;907;17
2018-04-07T08:15:00+02:00[Europe/Luxembourg];213;904;17
2018-04-07T08:30:00+02:00[Europe/Luxembourg];258;950;17
2018-04-07T08:45:00+02:00[Europe/Luxembourg];252;965;18
2018-04-07T09:00:00+02:00[Europe/Luxembourg];251;988;18
2018-04-07T09:15:00+02:00[Europe/Luxembourg];272;975;18
2018-04-07T09:30:00+02:00[Europe/Luxembourg];279;1015;18
2018-04-07T09:45:00+02:00[Europe/Luxembourg];332;1022;19
2018-04-07T10:00:00+02:00[Europe/Luxembourg];294;988;19
2018-04-07T10:15:00+02:00[Europe/Luxembourg];304;1052;19
2018-04-07T10:30:00+02:00[Europe/Luxembourg];337;1069;19
2018-04-07T10:45:00+02:00[Europe/Luxembourg];344;1026;19
2018-04-07T11:00:00+02:00[Europe/Luxembourg];325;1010;19
2018-04-07T11:15:00+02:00[Europe/Luxembourg];304;1016;19
2018-04-07T11:30:00+02:00[Europe/Luxembourg];287;1088;19
2018-04-07T11:45:00+02:00[Europe/Luxembourg];311;1084;19
2018-04-07T12:00:00+02:00[Europe/Luxembourg];319;1043;19
2018-04-07T12:15:00+02:00[Europe/Luxembourg];327;1021;19
2018-04-07T12:30:00+02:00[Europe/Luxembourg];305;1042;19
2018-04-07T12:45:00+02:00[Europe/Luxembourg];303;1009;19
2018-04-07T13:00:00+02:00[Europe/Luxembourg];314;1041;19
2018-04-07T13:15:00+02:00[Europe/Luxembourg];329;1047;19
2018-04-07T13:30:00+02:00[Europe/Luxembourg];373;1027;19
2018-04-07T13:45:00+02:00[Europe/Luxembourg];787;1031;19
2018-04-07T14:00:00+02:00[Europe/Luxembourg];806;965;19
2018-04-07T14:15:00+02:00[Europe/Luxembourg];802;1013;19
2018-04-07T14:30:00+02:00[Europe/Luxembourg];839;991;18
2018-04-07T14:45:00+02:00[Europe/Luxembourg];839;962;18
2018-04-07T15:00:00+02:00[Europe/Luxembourg];479;976;18
2018-04-07T15:15:00+02:00[Europe/Luxembourg];297;991;18
2018-04-07T15:30:00+02:00[Europe/Luxembourg];281;961;17
2018-04-07T15:45:00+02:00[Europe/Luxembourg];429;969;17
2018-04-07T16:00:00+02:00[Europe/Luxembourg];779;929;17
2018-04-07T16:15:00+02:00[Europe/Luxembourg];752;940;16
2018-04-07T16:30:00+02:00[Europe/Luxembourg];755;947;16
2018-04-07T16:45:00+02:00[Europe/Luxembourg];746;919;16
2018-04-07T17:00:00+02:00[Europe/Luxembourg];815;898;15
2018-04-07T17:15:00+02:00[Europe/Luxembourg];782;920;15
2018-04-07T17:30:00+02:00[Europe/Luxembourg];757;947;15
2018-04-07T17:45:00+02:00[Europe/Luxembourg];766;974;14
2018-04-07T18:00:00+02:00[Europe/Luxembourg];761;984;14
2018-04-07T18:15:00+02:00[Europe/Luxembourg];764;1002;13
2018-04-07T18:30:00+02:00[Europe/Luxembourg];745;1002;13
2018-04-07T18:45:00+02:00[Europe/Luxembourg];729;1017;12
2018-04-07T19:00:00+02:00[Europe/Luxembourg];757;1021;12
2018-04-07T19:15:00+02:00[Europe/Luxembourg];745;1028;11
2018-04-07T19:30:00+02:00[Europe/Luxembourg];755;1053;11
2018-04-07T19:45:00+02:00[Europe/Luxembourg];765;1052;10
2018-04-07T20:00:00+02:00[Europe/Luxembourg];746;1033;9
2018-04-07T20:15:00+02:00[Europe/Luxembourg];753;1025;9
2018-04-07T20:30:00+02:00[Europe/Luxembourg];822;1066;8
2018-04-07T20:45:00+02:00[Europe/Luxembourg];898;1123;8
2018-04-07T21:00:00+02:00[Europe/Luxembourg];900;1095;7
2018-04-07T21:15:00+02:00[Europe/Luxembourg];879;1108;7
2018-04-07T21:30:00+02:00[Europe/Luxembourg];883;1083;6
2018-04-07T21:45:00+02:00[Europe/Luxembourg];860;1109;5
2018-04-07T22:00:00+02:00[Europe/Luxembourg];885;1055;5
2018-04-07T22:15:00+02:00[Europe/Luxembourg];868;1039;4
2018-04-07T22:30:00+02:00[Europe/Luxembourg];857;1042;3
2018-04-07T22:45:00+02:00[Europe/Luxembourg];879;1035;3
2018-04-07T23:00:00+02:00[Europe/Luxembourg];894;996;2
2018-04-07T23:15:00+02:00[Europe/Luxembourg];877;972;1
2018-04-07T23:30:00+02:00[Europe/Luxembourg];876;951;1
2018-04-07T23:45:00+02:00[Europe/Luxembourg];858;967;0
2018-04-08T00:00:00+02:00[Europe/Luxembourg];842;935;0
2018-04-08T00:15:00+02:00[Europe/Luxembourg];823;911;0
2018-04-08T00:30:00+02:00[Europe/Luxembourg];835;897;1
2018-04-08T00:45:00+02:00[Europe/Luxembourg];872;888;1
2018-04-08T01:00:00+02:00[Europe/Luxembourg];834;987;2
2018-04-08T01:15:00+02:00[Europe/Luxembourg];830;1182;3
2018-04-08T01:30:00+02:00[Europe/Luxembourg];829;1174;3
2018-04-08T01:45:00+02:00[Europe/Luxembourg];841;1161;4
2018-04-08T02:00:00+02:00[Europe/Luxembourg];809;1176;5
2018-04-08T02:15:00+02:00[Europe/Luxembourg];789;1170;5
2018-04-08T02:30:00+02:00[Europe/Luxembourg];772;1169;6
2018-04-08T02:45:00+02:00[Europe/Luxembourg];785;1161;7
2018-04-08T03:00:00+02:00[Europe/Luxembourg];820;1160;7
2018-04-08T03:15:00+02:00[Europe/Luxembourg];791;1176;8
2018-04-08T03:30:00+02:00[Europe/Luxembourg];758;1165;8
2018-04-08T03:45:00+02:00[Europe/Luxembourg];756;1145;9
2018-04-08T04:00:00+02:00[Europe/Luxembourg];745;1133;10
2018-04-08T04:15:00+02:00[Europe/Luxembourg];780;1129;10
2018-04-08T04:30:00+02:00[Europe/Luxembourg];789;1126;11
2018-04-08T04:45:00+02:00[Europe/Luxembourg];787;1000;11
2018-04-08T05:00:00+02:00[Europe/Luxembourg];784;810;12
2018-04-08T05:15:00+02:00[Europe/Luxembourg];780;831;12
2018-04-08T05:30:00+02:00[Europe/Luxembourg];807;824;13
2018-04-08T05:45:00+02:00[Europe/Luxembourg];795;834;13
2018-04-08T06:00:00+02:00[Europe/Luxembourg];769;826;14
2018-04-08T06:15:00+02:00[Europe/Luxembourg];774;861;14
2018-04-08T06:30:00+02:00[Europe/Luxembourg];809;870;15
2018-04-08T06:45:00+02:00[Europe/Luxembourg];812;862;15
2018-04-08T07:00:00+02:00[Europe/Luxembourg];760;856;15
2018-04-08T07:15:00+02:00[Europe/Luxembourg];682;866;16
2018-04-08T07:30:00+02:00[Europe/Luxembourg];673;879;16
2018-04-08T07:45:00+02:00[Europe/Luxembourg];671;852;16
2018-04-08T08:00:00+02:00[Europe/Luxembourg];709;851;17
2018-04-08T08:15:00+02:00[Europe/Luxembourg];724;886;17
2018-04-08T08:30:00+02:00[Europe/Luxembourg];702;877;17
2018-04-08T08:45:00+02:00[Europe/Luxembourg];719;905;18
2018-04-08T09:00:00+02:00[Europe/Luxembourg];702;943;18
2018-04-08T09:15:00+02:00[Europe/Luxembourg];720;972;18
2018-04-08T09:30:00+02:00[Europe/Luxembourg];692;958;18
2018-04-08T09:45:00+02:00[Europe/Luxembourg];686;959;19
2018-04-08T10:00:00+02:00[Europe/Luxembourg];719;962;19
2018-04-08T10:15:00+02:00[Europe/Luxembourg];733;981;19
2018-04-08T10:30:00+02:00[Europe/Luxembourg];769;1000;19
2018-04-08T10:45:00+02:00[Europe/Luxembourg];785;1000;19
2018-04-08T11:00:00+02:00[Europe/Luxembourg];741;1035;19
2018-04-08T11:15:00+02:00[Europe/Luxembourg];737;1013;19
2018-04-08T11:30:00+02:00[Europe/Luxembourg];471;1057;19
2018-04-08T11:45:00+02:00[Europe/Luxembourg];254;1023;19
2018-04-08T12:00:00+02:00[Europe/Luxembourg];265;1026;19
2018-04-08T12:15:00+02:00[Europe/Luxembourg];252;1058;19
2018-04-08T12:30:00+02:00[Europe/Luxembourg];666;1020;19
2018-04-08T12:45:00+02:00[Europe/Luxembourg];732;1016;19
2018-04-08T13:00:00+02:00[Europe/Luxembourg];752;1019;19
2018-04-08T13:15:00+02:00[Europe/Luxembourg];750;985;19
2018-04-08T13:30:00+02:00[Europe/Luxembourg];737;953;19
2018-04-08T13:45:00+02:00[Europe/Luxembourg];699;989;19
2018-04-08T14:00:00+02:00[Europe/Luxembourg];724;954;19
2018-04-08T14:15:00+02:00[Europe/Luxembourg];737;935;19
2018-04-08T14:30:00+02:00[Europe/Luxembourg];752;944;18
2018-04-08T14:45:00+02:00[Europe/Luxembourg];699;936;18
2018-04-08T15:00:00+02:00[Europe/Luxembourg];691;946;18
2018-04-08T15:15:00+02:00[Europe/Luxembourg];674;928;18
2018-04-08T15:30:00+02:00[Europe/Luxembourg];681;927;17
2018-04-08T15:45:00+02:00[Europe/Luxembourg];685;906;17
2018-04-08T16:00:00+02:00[Europe/Luxembourg];685;900;17
2018-04-08T16:15:00+02:00[Europe/Luxembourg];659;896;16
2018-04-08T16:30:00+02:00[Europe/Luxembourg];653;881;16
2018-04-08T16:45:00+02:00[Europe/Luxembourg];668;890;16
2018-04-08T17:00:00+02:00[Europe/Luxembourg];694;859;15
2018-04-08T17:15:00+02:00[Europe/Luxembourg];676;920;15
2018-04-08T17:30:00+02:00[Europe/Luxembourg];679;908;15
2018-04-08T17:45:00+02:00[Europe/Luxembourg];660;926;14
2018-04-08T18:00:00+02:00[Europe/Luxembourg];714;944;14
2018-04-08T18:15:00+02:00[Europe/Luxembourg];715;932;13
2018-04-08T18:30:00+02:00[Europe/Luxembourg];666;965;13
2018-04-08T18:45:00+02:00[Europe/Luxembourg];686;978;12
2018-04-08T19:00:00+02:00[Europe/Luxembourg];670;968;12
2018-04-08T19:15:00+02:00[Europe/Luxembourg];694;973;11
2018-04-08T19:30:00+02:00[Europe/Luxembourg];709;985;11
2018-04-08T19:45:00+02:00[Europe/Luxembourg];701;1005;10
2018-04-08T20:00:00+02:00[Europe/Luxembourg];675;1028;9
2018-04-08T20:15:00+02:00[Europe/Luxembourg];694;1056;9
2018-04-08T20:30:00+02:00[Europe/Luxembourg];781;1041;8
2018-04-08T20:45:00+02:00[Europe/Luxembourg];833;1075;8
2018-04-08T21:00:00+02:00[Europe/Luxembourg];792;1063;7
2018-04-08T21:15:00+02:00[Europe/Luxembourg];788;1054;7
2018-04-08T21:30:00+02:00[Europe/Luxembourg];776;1067;6
2018-04-08T21:45:00+02:00[Europe/Luxembourg];812;1072;5
2018-04-08T22:00:00+02:00[Europe/Luxembourg];836;1059;5
2018-04-08T22:15:00+02:00[Europe/Luxembourg];801;1042;4
2018-04-08T22:30:00+02:00[Europe/Luxembourg];779;996;3
2018-04-08T22:45:00+02:00[Europe/Luxembourg];766;991;3
2018-04-08T23:00:00+02:00[Europe/Luxembourg];774;970;2
2018-04-08T23:15:00+02:00[Europe/Luxembourg];754;931;1
2018-04-08T23:30:00+02:00[Europe/Luxembourg];711;912;1
2018-04-08T23:45:00+02:00[Europe/Luxembourg];713;901;0
2018-04-09T00:00:00+02:00[Europe/Luxembourg];721;918;0
2018-04-09T00:15:00+02:00[Europe/Luxembourg];790;896;0
2018-04-09T00:30:00+02:00[Europe/Luxembourg];794;913;1
2018-04-09T00:45:00+02:00[Europe/Luxembourg];778;868;1
2018-04-09T01:00:00+02:00[Europe/Luxembourg];777;852;2
2018-04-09T01:15:00+02:00[Europe/Luxembourg];789;836;3
2018-04-09T01:30:00+02:00[Europe/Luxembourg];769;835;3
2018-04-09T01:45:00+02:00[Europe/Luxembourg];756;835;4
2018-04-09T02:00:00+02:00[Europe/Luxembourg];749;840;5
2018-04-09T02:15:00+02:00[Europe/Luxembourg];735;833;5
2018-04-09T02:30:00+02:00[Europe/Luxembourg];742;824;6
2018-04-09T02:45:00+02:00[Europe/Luxembourg];749;822;7
2018-04-09T03:00:00+02:00[Europe/Luxembourg];714;921;7
2018-04-09T03:15:00+02:00[Europe/Luxembourg];723;1056;8
2018-04-09T03:30:00+02:00[Europe/Luxembourg];724;1071;8
2018-04-09T03:45:00+02:00[Europe/Luxembourg];776;1043;9
2018-04-09T04:00:00+02:00[Europe/Luxembourg];752;1030;10
2018-04-09T04:15:00+02:00[Europe/Luxembourg];752;1021;10
2018-04-09T04:30:00+02:00[Europe/Luxembourg];754;1028;11
2018-04-09T04:45:00+02:00[Europe/Luxembourg];806;1047;11
2018-04-09T05:00:00+02:00[Europe/Luxembourg];793;1092;12
2018-04-09T05:15:00+02:00[Europe/Luxembourg];819;1145;12
2018-04-09T05:30:00+02:00[Europe/Luxembourg];796;1162;13
2018-04-09T05:45:00+02:00[Europe/Luxembourg];787;1187;13
2018-04-09T06:00:00+02:00[Europe/Luxembourg];738;1219;14
2018-04-09T06:15:00+02:00[Europe/Luxembourg];488;1364;14
2018-04-09T06:30:00+02:00[Europe/Luxembourg];669;1460;15
2018-04-09T06:45:00+02:00[Europe/Luxembourg];633;1455;15
2018-04-09T07:00:00+02:00[Europe/Luxembourg];573;1510;15
2018-04-09T07:15:00+02:00[Europe/Luxembourg];634;1519;16
2018-04-09T07:30:00+02:00[Europe/Luxembourg];780;1665;16
2018-04-09T07:45:00+02:00[Europe/Luxembourg];1235;1725;16
